year,country_name,medal_type,count,past_medals,avg_last_3,delta
1988,Norway,SILVER,6,266.0,3.3333333333333335,4.0
1992,Norway,BRONZE,6,272.0,4.666666666666667,0.0
1992,Norway,GOLD,11,278.0,7.666666666666667,5.0
1992,Norway,SILVER,10,289.0,9.0,-1.0
1994,Norway,BRONZE,5,299.0,8.666666666666666,-5.0
1994,Norway,GOLD,10,304.0,8.333333333333334,5.0
1994,Norway,SILVER,11,314.0,8.666666666666666,1.0
1996,Norway,BRONZE,3,325.0,8.0,-8.0
1996,Norway,GOLD,2,328.0,5.333333333333333,-1.0
1996,Norway,SILVER,2,330.0,2.3333333333333335,0.0
1998,Norway,BRONZE,5,332.0,3.0,3.0
1998,Norway,GOLD,10,337.0,5.666666666666667,5.0
1998,Norway,SILVER,10,347.0,8.333333333333334,0.0
2000,Norway,BRONZE,3,357.0,7.666666666666667,-7.0
2000,Norway,GOLD,4,360.0,5.666666666666667,1.0
2000,Norway,SILVER,3,364.0,3.3333333333333335,-1.0
2002,Norway,BRONZE,7,367.0,4.666666666666667,4.0
2002,Norway,GOLD,12,374.0,7.333333333333333,5.0
2002,Norway,SILVER,5,386.0,8.0,-7.0
2004,Norway,BRONZE,1,391.0,6.0,-4.0
2004,Norway,GOLD,5,392.0,3.6666666666666665,4.0
2006,Norway,BRONZE,9,397.0,5.0,4.0
2006,Norway,GOLD,2,406.0,5.333333333333333,-7.0
2006,Norway,SILVER,8,408.0,6.333333333333333,6.0
2008,Norway,BRONZE,1,416.0,3.6666666666666665,-7.0
2008,Norway,GOLD,3,417.0,4.0,2.0
2008,Norway,SILVER,5,420.0,3.0,2.0
2010,Norway,BRONZE,6,425.0,4.666666666666667,1.0
2010,Norway,GOLD,9,431.0,6.666666666666667,3.0
2010,Norway,SILVER,8,440.0,7.666666666666667,-1.0
2012,Norway,BRONZE,1,448.0,6.0,-7.0
2012,Norway,GOLD,2,449.0,3.6666666666666665,1.0
2012,Norway,SILVER,1,451.0,1.3333333333333333,-1.0
2014,Norway,BRONZE,10,452.0,4.333333333333333,9.0
2014,Norway,GOLD,11,462.0,7.333333333333333,1.0
2014,Norway,SILVER,5,473.0,8.666666666666666,-6.0
2016,Norway,BRONZE,4,478.0,6.666666666666667,-1.0
2018,Norway,BRONZE,11,482.0,6.666666666666667,7.0
2018,Norway,GOLD,14,493.0,9.666666666666666,3.0
2018,Norway,SILVER,14,507.0,13.0,0.0
2020,Norway,BRONZE,2,521.0,10.0,-12.0
2020,Norway,GOLD,4,523.0,6.666666666666667,2.0
2020,Norway,SILVER,2,527.0,2.6666666666666665,-2.0
2022,Norway,BRONZE,13,529.0,6.333333333333333,11.0
2022,Norway,GOLD,16,542.0,10.333333333333334,3.0
2022,Norway,SILVER,8,558.0,12.333333333333334,-8.0
2018,Olympic Athletes from Russia,BRONZE,9,566.0,0.0,0.0
2018,Olympic Athletes from Russia,GOLD,2,9.0,0.0,-7.0
2018,Olympic Athletes from Russia,SILVER,6,11.0,5.666666666666667,4.0
1956,Pakistan,SILVER,1,17.0,0.0,0.0
1960,Pakistan,BRONZE,1,1.0,0.0,0.0
1960,Pakistan,GOLD,1,2.0,1.0,0.0
1964,Pakistan,SILVER,1,3.0,1.0,0.0
1968,Pakistan,GOLD,1,4.0,1.0,0.0
1972,Pakistan,SILVER,1,5.0,1.0,0.0
1976,Pakistan,BRONZE,1,6.0,1.0,0.0
1984,Pakistan,GOLD,1,7.0,1.0,0.0
1988,Pakistan,BRONZE,1,8.0,1.0,0.0
1992,Pakistan,BRONZE,1,9.0,1.0,0.0
1948,Panama,BRONZE,2,10.0,0.0,0.0
2008,Panama,GOLD,1,2.0,0.0,-1.0
2004,Paraguay,SILVER,1,3.0,0.0,0.0
1984,People's Republic of China,BRONZE,9,1.0,0.0,0.0
1984,People's Republic of China,GOLD,15,9.0,0.0,6.0
1984,People's Republic of China,SILVER,8,24.0,10.666666666666666,-7.0
1988,People's Republic of China,BRONZE,12,32.0,11.666666666666666,4.0
1988,People's Republic of China,GOLD,5,44.0,8.333333333333334,-7.0
1988,People's Republic of China,SILVER,11,49.0,9.333333333333334,6.0
1992,People's Republic of China,BRONZE,15,60.0,10.333333333333334,4.0
1992,People's Republic of China,GOLD,16,75.0,14.0,1.0
1992,People's Republic of China,SILVER,25,91.0,18.666666666666668,9.0
1994,People's Republic of China,BRONZE,2,116.0,14.333333333333334,-23.0
1994,People's Republic of China,SILVER,1,118.0,9.333333333333334,-1.0
1996,People's Republic of China,BRONZE,12,119.0,5.0,11.0
1996,People's Republic of China,GOLD,16,131.0,9.666666666666666,4.0
1996,People's Republic of China,SILVER,22,147.0,16.666666666666668,6.0
1998,People's Republic of China,BRONZE,2,169.0,13.333333333333334,-20.0
1998,People's Republic of China,SILVER,6,171.0,10.0,4.0
2000,People's Republic of China,BRONZE,14,177.0,7.333333333333333,8.0
2000,People's Republic of China,GOLD,28,191.0,16.0,14.0
2000,People's Republic of China,SILVER,16,219.0,19.333333333333332,-12.0
2002,People's Republic of China,BRONZE,4,235.0,16.0,-12.0
2002,People's Republic of China,GOLD,2,239.0,7.333333333333333,-2.0
2002,People's Republic of China,SILVER,2,241.0,2.6666666666666665,0.0
2004,People's Republic of China,BRONZE,14,243.0,6.0,12.0
2004,People's Republic of China,GOLD,32,257.0,16.0,18.0
2004,People's Republic of China,SILVER,17,289.0,21.0,-15.0
2006,People's Republic of China,BRONZE,5,306.0,18.0,-12.0
2006,People's Republic of China,GOLD,2,311.0,8.0,-3.0
2006,People's Republic of China,SILVER,4,313.0,3.6666666666666665,2.0
2008,People's Republic of China,BRONZE,30,317.0,12.0,26.0
2008,People's Republic of China,GOLD,48,347.0,27.333333333333332,18.0
2008,People's Republic of China,SILVER,22,395.0,33.333333333333336,-26.0
2010,People's Republic of China,BRONZE,4,417.0,24.666666666666668,-18.0
2010,People's Republic of China,GOLD,5,421.0,10.333333333333334,1.0
2010,People's Republic of China,SILVER,2,426.0,3.6666666666666665,-3.0
2012,People's Republic of China,BRONZE,22,428.0,9.666666666666666,20.0
2012,People's Republic of China,GOLD,38,450.0,20.666666666666668,16.0
2012,People's Republic of China,SILVER,31,488.0,30.333333333333332,-7.0
2014,People's Republic of China,BRONZE,2,519.0,23.666666666666668,-29.0
2014,People's Republic of China,GOLD,3,521.0,12.0,1.0
2014,People's Republic of China,SILVER,4,524.0,3.0,1.0
2016,People's Republic of China,BRONZE,26,528.0,11.0,22.0
2016,People's Republic of China,GOLD,26,554.0,18.666666666666668,0.0
2016,People's Republic of China,SILVER,18,580.0,23.333333333333332,-8.0
2018,People's Republic of China,BRONZE,2,598.0,15.333333333333334,-16.0
2018,People's Republic of China,GOLD,1,600.0,7.0,-1.0
2018,People's Republic of China,SILVER,6,601.0,3.0,5.0
2020,People's Republic of China,BRONZE,18,607.0,8.333333333333334,12.0
2020,People's Republic of China,GOLD,38,625.0,20.666666666666668,20.0
2020,People's Republic of China,SILVER,32,663.0,29.333333333333332,-6.0
2022,People's Republic of China,BRONZE,2,695.0,24.0,-30.0
2022,People's Republic of China,GOLD,9,697.0,14.333333333333334,7.0
2022,People's Republic of China,SILVER,4,706.0,5.0,-5.0
1948,Peru,GOLD,1,710.0,0.0,0.0
1984,Peru,SILVER,1,1.0,0.0,0.0
1988,Peru,SILVER,1,2.0,1.0,0.0
1992,Peru,SILVER,1,3.0,1.0,0.0
1928,Philippines,BRONZE,1,4.0,0.0,0.0
1932,Philippines,BRONZE,3,1.0,0.0,2.0
1936,Philippines,BRONZE,1,4.0,1.6666666666666667,-2.0
1964,Philippines,SILVER,1,5.0,1.6666666666666667,0.0
1988,Philippines,BRONZE,1,6.0,1.0,0.0
1992,Philippines,BRONZE,1,7.0,1.0,0.0
1996,Philippines,SILVER,1,8.0,1.0,0.0
2016,Philippines,SILVER,1,9.0,1.0,0.0
2020,Philippines,BRONZE,1,10.0,1.0,0.0
2020,Philippines,GOLD,1,11.0,1.0,0.0
2020,Philippines,SILVER,2,12.0,1.3333333333333333,1.0
1924,Poland,BRONZE,1,14.0,0.0,0.0
1924,Poland,SILVER,1,1.0,0.0,0.0
1928,Poland,BRONZE,3,2.0,1.6666666666666667,2.0
1928,Poland,GOLD,1,5.0,1.6666666666666667,-2.0
1928,Poland,SILVER,1,6.0,1.6666666666666667,0.0
1932,Poland,BRONZE,4,7.0,2.0,3.0
1932,Poland,GOLD,2,11.0,2.3333333333333335,-2.0
1932,Poland,SILVER,1,13.0,2.3333333333333335,-1.0
1936,Poland,BRONZE,3,14.0,2.0,2.0
1936,Poland,SILVER,3,17.0,2.3333333333333335,0.0
1948,Poland,BRONZE,1,20.0,2.3333333333333335,-2.0
1952,Poland,BRONZE,1,21.0,1.6666666666666667,0.0
1952,Poland,GOLD,1,22.0,1.0,0.0
1952,Poland,SILVER,2,23.0,1.3333333333333333,1.0
1956,Poland,BRONZE,5,25.0,2.6666666666666665,3.0
1956,Poland,GOLD,1,30.0,2.6666666666666665,-4.0
1956,Poland,SILVER,4,31.0,3.3333333333333335,3.0
1960,Poland,BRONZE,12,35.0,5.666666666666667,8.0
1960,Poland,GOLD,4,47.0,6.666666666666667,-8.0
1960,Poland,SILVER,7,51.0,7.666666666666667,3.0
1964,Poland,BRONZE,10,58.0,7.0,3.0
1964,Poland,GOLD,7,68.0,8.0,-3.0
1964,Poland,SILVER,6,75.0,7.666666666666667,-1.0
1968,Poland,BRONZE,11,81.0,8.0,5.0
1968,Poland,GOLD,5,92.0,7.333333333333333,-6.0
1968,Poland,SILVER,2,97.0,6.0,-3.0
1972,Poland,BRONZE,9,99.0,5.333333333333333,7.0
1972,Poland,GOLD,8,108.0,6.333333333333333,-1.0
1972,Poland,SILVER,5,116.0,7.333333333333333,-3.0
1976,Poland,BRONZE,13,121.0,8.666666666666666,8.0
1976,Poland,GOLD,7,134.0,8.333333333333334,-6.0
1976,Poland,SILVER,6,141.0,8.666666666666666,-1.0
1980,Poland,BRONZE,15,147.0,9.333333333333334,9.0
1980,Poland,GOLD,3,162.0,8.0,-12.0
1980,Poland,SILVER,14,165.0,10.666666666666666,11.0
1988,Poland,BRONZE,9,179.0,8.666666666666666,-5.0
1988,Poland,GOLD,2,188.0,8.333333333333334,-7.0
1988,Poland,SILVER,5,190.0,5.333333333333333,3.0
1992,Poland,BRONZE,10,195.0,5.666666666666667,5.0
1992,Poland,GOLD,3,205.0,6.0,-7.0
1992,Poland,SILVER,6,208.0,6.333333333333333,3.0
1996,Poland,BRONZE,5,214.0,4.666666666666667,-1.0
1996,Poland,GOLD,7,219.0,6.0,2.0
1996,Poland,SILVER,5,226.0,5.666666666666667,-2.0
2000,Poland,BRONZE,3,231.0,5.0,-2.0
2000,Poland,GOLD,6,234.0,4.666666666666667,3.0
2000,Poland,SILVER,5,240.0,4.666666666666667,-1.0
2002,Poland,BRONZE,1,245.0,4.0,-4.0
2002,Poland,SILVER,1,246.0,2.3333333333333335,0.0
2004,Poland,BRONZE,5,247.0,2.3333333333333335,4.0
2004,Poland,GOLD,3,252.0,3.0,-2.0
2004,Poland,SILVER,2,255.0,3.3333333333333335,-1.0
2006,Poland,BRONZE,1,257.0,2.0,-1.0
2006,Poland,SILVER,1,258.0,1.3333333333333333,0.0
2008,Poland,BRONZE,2,259.0,1.3333333333333333,1.0
2008,Poland,GOLD,4,261.0,2.3333333333333335,2.0
2008,Poland,SILVER,5,265.0,3.6666666666666665,1.0
2010,Poland,BRONZE,2,270.0,3.6666666666666665,-3.0
2010,Poland,GOLD,1,272.0,2.6666666666666665,-1.0
2010,Poland,SILVER,3,273.0,2.0,2.0
2012,Poland,BRONZE,7,276.0,3.6666666666666665,4.0
2012,Poland,GOLD,3,283.0,4.333333333333333,-4.0
2012,Poland,SILVER,1,286.0,3.6666666666666665,-2.0
2014,Poland,BRONZE,1,287.0,1.6666666666666667,0.0
2014,Poland,GOLD,4,288.0,2.0,3.0
2014,Poland,SILVER,1,292.0,2.0,-3.0
2016,Poland,BRONZE,6,293.0,3.6666666666666665,5.0
2016,Poland,GOLD,2,299.0,3.0,-4.0
2016,Poland,SILVER,3,301.0,3.6666666666666665,1.0
2018,Poland,BRONZE,1,304.0,2.0,-2.0
2018,Poland,GOLD,1,305.0,1.6666666666666667,0.0
2020,Poland,BRONZE,5,306.0,2.3333333333333335,4.0
2020,Poland,GOLD,4,311.0,3.3333333333333335,-1.0
2020,Poland,SILVER,5,315.0,4.666666666666667,1.0
2022,Poland,BRONZE,1,320.0,3.3333333333333335,-4.0
1924,Portugal,BRONZE,1,321.0,0.0,0.0
1928,Portugal,BRONZE,1,1.0,0.0,0.0
1936,Portugal,BRONZE,1,2.0,1.0,0.0
1948,Portugal,BRONZE,1,3.0,1.0,0.0
1948,Portugal,SILVER,1,4.0,1.0,0.0
1952,Portugal,BRONZE,1,5.0,1.0,0.0
1960,Portugal,SILVER,1,6.0,1.0,0.0
1976,Portugal,SILVER,2,7.0,1.3333333333333333,1.0
1984,Portugal,BRONZE,2,9.0,1.6666666666666667,0.0
1984,Portugal,GOLD,1,11.0,1.6666666666666667,-1.0
1988,Portugal,GOLD,1,12.0,1.3333333333333333,0.0
1996,Portugal,BRONZE,1,13.0,1.0,0.0
1996,Portugal,GOLD,1,14.0,1.0,0.0
2000,Portugal,BRONZE,2,15.0,1.3333333333333333,1.0
2004,Portugal,BRONZE,1,17.0,1.3333333333333333,-1.0
2004,Portugal,SILVER,2,18.0,1.6666666666666667,1.0
2008,Portugal,GOLD,1,20.0,1.3333333333333333,-1.0
2008,Portugal,SILVER,1,21.0,1.3333333333333333,0.0
2012,Portugal,SILVER,1,22.0,1.0,0.0
2016,Portugal,BRONZE,1,23.0,1.0,0.0
2020,Portugal,BRONZE,2,24.0,1.3333333333333333,1.0
2020,Portugal,GOLD,1,26.0,1.3333333333333333,-1.0
2020,Portugal,SILVER,1,27.0,1.3333333333333333,0.0
1948,Puerto Rico,BRONZE,1,28.0,0.0,0.0
1976,Puerto Rico,BRONZE,1,1.0,0.0,0.0
1984,Puerto Rico,BRONZE,1,2.0,1.0,0.0
1984,Puerto Rico,SILVER,1,3.0,1.0,0.0
1992,Puerto Rico,BRONZE,1,4.0,1.0,0.0
1996,Puerto Rico,BRONZE,1,5.0,1.0,0.0
2012,Puerto Rico,BRONZE,1,6.0,1.0,0.0
2012,Puerto Rico,SILVER,1,7.0,1.0,0.0
2016,Puerto Rico,GOLD,1,8.0,1.0,0.0
2020,Puerto Rico,GOLD,1,9.0,1.0,0.0
1992,Qatar,BRONZE,1,10.0,0.0,0.0
2000,Qatar,BRONZE,1,1.0,0.0,0.0
2012,Qatar,BRONZE,1,2.0,1.0,0.0
2012,Qatar,SILVER,1,3.0,1.0,0.0
2016,Qatar,SILVER,1,4.0,1.0,0.0
2020,Qatar,BRONZE,1,5.0,1.0,0.0
2020,Qatar,GOLD,2,6.0,1.3333333333333333,1.0
2020,ROC,BRONZE,23,8.0,0.0,0.0
2020,ROC,GOLD,20,23.0,0.0,-3.0
2020,ROC,SILVER,28,43.0,23.666666666666668,8.0
2022,ROC,BRONZE,14,71.0,20.666666666666668,-14.0
2022,ROC,GOLD,6,85.0,16.0,-8.0
2022,ROC,SILVER,12,91.0,10.666666666666666,6.0
1948,Republic of Korea,BRONZE,2,103.0,0.0,0.0
1952,Republic of Korea,BRONZE,2,2.0,0.0,0.0
1956,Republic of Korea,BRONZE,1,4.0,1.6666666666666667,-1.0
1956,Republic of Korea,SILVER,1,5.0,1.3333333333333333,0.0
1964,Republic of Korea,BRONZE,1,6.0,1.0,0.0
1964,Republic of Korea,SILVER,2,7.0,1.3333333333333333,1.0
1968,Republic of Korea,BRONZE,1,9.0,1.3333333333333333,-1.0
1968,Republic of Korea,SILVER,1,10.0,1.3333333333333333,0.0
1972,Republic of Korea,SILVER,1,11.0,1.0,0.0
1976,Republic of Korea,BRONZE,4,12.0,2.0,3.0
1976,Republic of Korea,GOLD,1,16.0,2.0,-3.0
1976,Republic of Korea,SILVER,1,17.0,2.0,0.0
1984,Republic of Korea,BRONZE,7,18.0,3.0,6.0
1984,Republic of Korea,GOLD,6,25.0,4.666666666666667,-1.0
1984,Republic of Korea,SILVER,6,31.0,6.333333333333333,0.0
1988,Republic of Korea,BRONZE,11,37.0,7.666666666666667,5.0
1988,Republic of Korea,GOLD,12,48.0,9.666666666666666,1.0
1988,Republic of Korea,SILVER,10,60.0,11.0,-2.0
1992,Republic of Korea,BRONZE,12,70.0,11.333333333333334,2.0
1992,Republic of Korea,GOLD,14,82.0,12.0,2.0
1992,Republic of Korea,SILVER,6,96.0,10.666666666666666,-8.0
1994,Republic of Korea,BRONZE,1,102.0,7.0,-5.0
1994,Republic of Korea,GOLD,4,103.0,3.6666666666666665,3.0
1994,Republic of Korea,SILVER,1,107.0,2.0,-3.0
1996,Republic of Korea,BRONZE,5,108.0,3.3333333333333335,4.0
1996,Republic of Korea,GOLD,7,113.0,4.333333333333333,2.0
1996,Republic of Korea,SILVER,15,120.0,9.0,8.0
1998,Republic of Korea,BRONZE,2,135.0,8.0,-13.0
1998,Republic of Korea,GOLD,3,137.0,6.666666666666667,1.0
1998,Republic of Korea,SILVER,1,140.0,2.0,-2.0
2000,Republic of Korea,BRONZE,10,141.0,4.666666666666667,9.0
2000,Republic of Korea,GOLD,8,151.0,6.333333333333333,-2.0
2000,Republic of Korea,SILVER,10,159.0,9.333333333333334,2.0
2002,Republic of Korea,GOLD,2,169.0,6.666666666666667,-8.0
2002,Republic of Korea,SILVER,2,171.0,4.666666666666667,0.0
2004,Republic of Korea,BRONZE,9,173.0,4.333333333333333,7.0
2004,Republic of Korea,GOLD,9,182.0,6.666666666666667,0.0
2004,Republic of Korea,SILVER,12,191.0,10.0,3.0
2006,Republic of Korea,BRONZE,2,203.0,7.666666666666667,-10.0
2006,Republic of Korea,GOLD,6,205.0,6.666666666666667,4.0
2006,Republic of Korea,SILVER,3,211.0,3.6666666666666665,-3.0
2008,Republic of Korea,BRONZE,8,214.0,5.666666666666667,5.0
2008,Republic of Korea,GOLD,13,222.0,8.0,5.0
2008,Republic of Korea,SILVER,11,235.0,10.666666666666666,-2.0
2010,Republic of Korea,BRONZE,2,246.0,8.666666666666666,-9.0
2010,Republic of Korea,GOLD,6,248.0,6.333333333333333,4.0
2010,Republic of Korea,SILVER,6,254.0,4.666666666666667,0.0
2012,Republic of Korea,BRONZE,8,260.0,6.666666666666667,2.0
2012,Republic of Korea,GOLD,13,268.0,9.0,5.0
2012,Republic of Korea,SILVER,9,281.0,10.0,-4.0
2014,Republic of Korea,BRONZE,2,290.0,8.0,-7.0
2014,Republic of Korea,GOLD,3,292.0,4.666666666666667,1.0
2014,Republic of Korea,SILVER,3,295.0,2.6666666666666665,0.0
2016,Republic of Korea,BRONZE,9,298.0,5.0,6.0
2016,Republic of Korea,GOLD,9,307.0,7.0,0.0
2016,Republic of Korea,SILVER,3,316.0,7.0,-6.0
2018,Republic of Korea,BRONZE,4,319.0,5.333333333333333,1.0
2018,Republic of Korea,GOLD,5,323.0,4.0,1.0
2018,Republic of Korea,SILVER,8,328.0,5.666666666666667,3.0
2020,Republic of Korea,BRONZE,10,336.0,7.666666666666667,2.0
2020,Republic of Korea,GOLD,6,346.0,8.0,-4.0
2020,Republic of Korea,SILVER,4,352.0,6.666666666666667,-2.0
2022,Republic of Korea,BRONZE,2,356.0,4.0,-2.0
2022,Republic of Korea,GOLD,2,358.0,2.6666666666666665,0.0
2022,Republic of Korea,SILVER,5,360.0,3.0,3.0
1996,Republic of Moldova,BRONZE,1,365.0,0.0,0.0
1996,Republic of Moldova,SILVER,1,1.0,0.0,0.0
2000,Republic of Moldova,BRONZE,1,2.0,1.0,0.0
2000,Republic of Moldova,SILVER,1,3.0,1.0,0.0
2008,Republic of Moldova,BRONZE,1,4.0,1.0,0.0
2020,Republic of Moldova,BRONZE,1,5.0,1.0,0.0
1924,Romania,BRONZE,1,6.0,0.0,0.0
1936,Romania,SILVER,1,1.0,0.0,0.0
1952,Romania,BRONZE,2,2.0,1.3333333333333333,1.0
1952,Romania,GOLD,1,4.0,1.3333333333333333,-1.0
1952,Romania,SILVER,1,5.0,1.3333333333333333,0.0
1956,Romania,BRONZE,5,6.0,2.3333333333333335,4.0
1956,Romania,GOLD,5,11.0,3.6666666666666665,0.0
1956,Romania,SILVER,3,16.0,4.333333333333333,-2.0
1960,Romania,BRONZE,6,19.0,4.666666666666667,3.0
1960,Romania,GOLD,3,25.0,4.0,-3.0
1960,Romania,SILVER,1,28.0,3.3333333333333335,-2.0
1964,Romania,BRONZE,6,29.0,3.3333333333333335,5.0
1964,Romania,GOLD,2,35.0,3.0,-4.0
1964,Romania,SILVER,4,37.0,4.0,2.0
1968,Romania,BRONZE,6,41.0,4.0,2.0
1968,Romania,GOLD,4,47.0,4.666666666666667,-2.0
1968,Romania,SILVER,6,51.0,5.333333333333333,2.0
1972,Romania,BRONZE,7,57.0,5.666666666666667,1.0
1972,Romania,GOLD,3,64.0,5.333333333333333,-4.0
1972,Romania,SILVER,6,67.0,5.333333333333333,3.0
1976,Romania,BRONZE,14,73.0,7.666666666666667,8.0
1976,Romania,GOLD,4,87.0,8.0,-10.0
1976,Romania,SILVER,9,91.0,9.0,5.0
1980,Romania,BRONZE,13,100.0,8.666666666666666,4.0
1980,Romania,GOLD,6,113.0,9.333333333333334,-7.0
1980,Romania,SILVER,6,119.0,8.333333333333334,0.0
1984,Romania,BRONZE,17,125.0,9.666666666666666,11.0
1984,Romania,GOLD,19,142.0,14.0,2.0
1984,Romania,SILVER,16,161.0,17.333333333333332,-3.0
1988,Romania,BRONZE,6,177.0,13.666666666666666,-10.0
1988,Romania,GOLD,7,183.0,9.666666666666666,1.0
1988,Romania,SILVER,11,190.0,8.0,4.0
1992,Romania,BRONZE,8,201.0,8.666666666666666,-3.0
1992,Romania,GOLD,4,209.0,7.666666666666667,-4.0
1992,Romania,SILVER,6,213.0,6.0,2.0
1996,Romania,BRONZE,8,219.0,6.0,2.0
1996,Romania,GOLD,4,227.0,6.0,-4.0
1996,Romania,SILVER,7,231.0,6.333333333333333,3.0
2000,Romania,BRONZE,9,238.0,6.666666666666667,2.0
2000,Romania,GOLD,11,247.0,9.0,2.0
2000,Romania,SILVER,6,258.0,8.666666666666666,-5.0
2004,Romania,BRONZE,6,264.0,7.666666666666667,0.0
2004,Romania,GOLD,8,270.0,6.666666666666667,2.0
2004,Romania,SILVER,5,278.0,6.333333333333333,-3.0
2008,Romania,BRONZE,4,283.0,5.666666666666667,-1.0
2008,Romania,GOLD,4,287.0,4.333333333333333,0.0
2008,Romania,SILVER,1,291.0,3.0,-3.0
2012,Romania,BRONZE,1,292.0,2.0,0.0
2012,Romania,GOLD,2,293.0,1.3333333333333333,1.0
2012,Romania,SILVER,4,295.0,2.3333333333333335,2.0
2016,Romania,BRONZE,2,299.0,2.6666666666666665,-2.0
2016,Romania,GOLD,1,301.0,2.3333333333333335,-1.0
2016,Romania,SILVER,1,302.0,1.3333333333333333,0.0
2020,Romania,GOLD,1,303.0,1.0,0.0
2020,Romania,SILVER,3,304.0,1.6666666666666667,2.0
1908,Russian Federation,GOLD,1,307.0,0.0,0.0
1908,Russian Federation,SILVER,2,1.0,0.0,1.0
1912,Russian Federation,BRONZE,3,3.0,2.0,1.0
1912,Russian Federation,SILVER,2,6.0,2.3333333333333335,-1.0
1994,Russian Federation,BRONZE,4,8.0,3.0,2.0
1994,Russian Federation,GOLD,11,12.0,5.666666666666667,7.0
1994,Russian Federation,SILVER,8,23.0,7.666666666666667,-3.0
1996,Russian Federation,BRONZE,16,31.0,11.666666666666666,8.0
1996,Russian Federation,GOLD,26,47.0,16.666666666666668,10.0
1996,Russian Federation,SILVER,21,73.0,21.0,-5.0
1998,Russian Federation,BRONZE,3,94.0,16.666666666666668,-18.0
1998,Russian Federation,GOLD,9,97.0,11.0,6.0
1998,Russian Federation,SILVER,6,106.0,6.0,-3.0
2000,Russian Federation,BRONZE,29,112.0,14.666666666666666,23.0
2000,Russian Federation,GOLD,32,141.0,22.333333333333332,3.0
2000,Russian Federation,SILVER,28,173.0,29.666666666666668,-4.0
2002,Russian Federation,BRONZE,4,201.0,21.333333333333332,-24.0
2002,Russian Federation,GOLD,5,205.0,12.333333333333334,1.0
2002,Russian Federation,SILVER,4,210.0,4.333333333333333,-1.0
2004,Russian Federation,BRONZE,36,214.0,15.0,32.0
2004,Russian Federation,GOLD,28,250.0,22.666666666666668,-8.0
2004,Russian Federation,SILVER,26,278.0,30.0,-2.0
2006,Russian Federation,BRONZE,8,304.0,20.666666666666668,-18.0
2006,Russian Federation,GOLD,8,312.0,14.0,0.0
2006,Russian Federation,SILVER,6,320.0,7.333333333333333,-2.0
2008,Russian Federation,BRONZE,23,326.0,12.333333333333334,17.0
2008,Russian Federation,GOLD,24,349.0,17.666666666666668,1.0
2008,Russian Federation,SILVER,13,373.0,20.0,-11.0
2010,Russian Federation,BRONZE,7,386.0,14.666666666666666,-6.0
2010,Russian Federation,GOLD,3,393.0,7.666666666666667,-4.0
2010,Russian Federation,SILVER,5,396.0,5.0,2.0
2012,Russian Federation,BRONZE,27,401.0,11.666666666666666,22.0
2012,Russian Federation,GOLD,20,428.0,17.333333333333332,-7.0
2012,Russian Federation,SILVER,20,448.0,22.333333333333332,0.0
2014,Russian Federation,BRONZE,9,468.0,16.333333333333332,-11.0
2014,Russian Federation,GOLD,11,477.0,13.333333333333334,2.0
2014,Russian Federation,SILVER,9,488.0,9.666666666666666,-2.0
2016,Russian Federation,BRONZE,20,497.0,13.333333333333334,11.0
2016,Russian Federation,GOLD,19,517.0,16.0,-1.0
2016,Russian Federation,SILVER,17,536.0,18.666666666666668,-2.0
2008,Samoa,SILVER,1,553.0,0.0,0.0
2020,San Marino,BRONZE,2,1.0,0.0,0.0
2020,San Marino,SILVER,1,2.0,0.0,-1.0
2000,Saudi Arabia,BRONZE,1,3.0,0.0,0.0
2000,Saudi Arabia,SILVER,1,1.0,0.0,0.0
2012,Saudi Arabia,BRONZE,1,2.0,1.0,0.0
2020,Saudi Arabia,SILVER,1,3.0,1.0,0.0
1988,Senegal,SILVER,1,4.0,0.0,0.0
2008,Serbia,BRONZE,2,1.0,0.0,0.0
2008,Serbia,SILVER,1,2.0,0.0,-1.0
2012,Serbia,BRONZE,2,3.0,1.6666666666666667,1.0
2012,Serbia,GOLD,1,5.0,1.3333333333333333,-1.0
2012,Serbia,SILVER,1,6.0,1.3333333333333333,0.0
2016,Serbia,BRONZE,2,7.0,1.3333333333333333,1.0
2016,Serbia,GOLD,2,9.0,1.6666666666666667,0.0
2016,Serbia,SILVER,4,11.0,2.6666666666666665,2.0
2020,Serbia,BRONZE,5,15.0,3.6666666666666665,1.0
2020,Serbia,GOLD,3,20.0,4.0,-2.0
2020,Serbia,SILVER,1,23.0,3.0,-2.0
1996,Serbia and Montenegro,BRONZE,2,24.0,0.0,0.0
1996,Serbia and Montenegro,GOLD,1,2.0,0.0,-1.0
1996,Serbia and Montenegro,SILVER,1,3.0,1.3333333333333333,0.0
2000,Serbia and Montenegro,BRONZE,1,4.0,1.0,0.0
2000,Serbia and Montenegro,GOLD,1,5.0,1.0,0.0
2000,Serbia and Montenegro,SILVER,1,6.0,1.0,0.0
2004,Serbia and Montenegro,SILVER,2,7.0,1.3333333333333333,1.0
1960,Singapore,SILVER,1,9.0,0.0,0.0
2008,Singapore,SILVER,1,1.0,0.0,0.0
2012,Singapore,BRONZE,2,2.0,1.3333333333333333,1.0
2016,Singapore,GOLD,1,4.0,1.3333333333333333,-1.0
1996,Slovakia,BRONZE,1,5.0,0.0,0.0
1996,Slovakia,GOLD,1,1.0,0.0,0.0
1996,Slovakia,SILVER,1,2.0,1.0,0.0
