year,country_name,medal_type,count,past_medals,avg_last_3,delta
1988,Turkey,SILVER,1,46.0,1.6666666666666667,0.0
1992,Turkey,BRONZE,2,47.0,1.3333333333333333,1.0
1992,Turkey,GOLD,2,49.0,1.6666666666666667,0.0
1992,Turkey,SILVER,2,51.0,2.0,0.0
1996,Turkey,BRONZE,1,53.0,1.6666666666666667,-1.0
1996,Turkey,GOLD,4,54.0,2.3333333333333335,3.0
1996,Turkey,SILVER,1,58.0,2.0,-3.0
2000,Turkey,BRONZE,2,59.0,2.3333333333333335,1.0
2000,Turkey,GOLD,3,61.0,2.0,1.0
2004,Turkey,BRONZE,4,64.0,3.0,1.0
2004,Turkey,GOLD,3,68.0,3.3333333333333335,-1.0
2004,Turkey,SILVER,3,71.0,3.3333333333333335,0.0
2008,Turkey,BRONZE,3,74.0,3.0,0.0
2008,Turkey,GOLD,1,77.0,2.3333333333333335,-2.0
2008,Turkey,SILVER,1,78.0,1.6666666666666667,0.0
2012,Turkey,BRONZE,1,79.0,1.0,0.0
2012,Turkey,GOLD,1,80.0,1.0,0.0
2012,Turkey,SILVER,1,81.0,1.0,0.0
2016,Turkey,BRONZE,4,82.0,2.0,3.0
2016,Turkey,GOLD,1,86.0,2.0,-3.0
2016,Turkey,SILVER,3,87.0,2.6666666666666665,2.0
2020,Turkey,BRONZE,9,90.0,4.333333333333333,6.0
2020,Turkey,GOLD,2,99.0,4.666666666666667,-7.0
2020,Turkey,SILVER,2,101.0,4.333333333333333,0.0
2020,Turkmenistan,SILVER,1,103.0,0.0,0.0
1968,Uganda,BRONZE,1,1.0,0.0,0.0
1968,Uganda,SILVER,1,1.0,0.0,0.0
1972,Uganda,GOLD,1,2.0,1.0,0.0
1972,Uganda,SILVER,1,3.0,1.0,0.0
1980,Uganda,SILVER,1,4.0,1.0,0.0
1996,Uganda,BRONZE,1,5.0,1.0,0.0
2012,Uganda,GOLD,1,6.0,1.0,0.0
2020,Uganda,BRONZE,1,7.0,1.0,0.0
2020,Uganda,GOLD,2,8.0,1.3333333333333333,1.0
2020,Uganda,SILVER,1,10.0,1.3333333333333333,-1.0
1994,Ukraine,BRONZE,1,11.0,0.0,0.0
1994,Ukraine,GOLD,1,1.0,0.0,0.0
1996,Ukraine,BRONZE,12,2.0,4.666666666666667,11.0
1996,Ukraine,GOLD,9,14.0,7.333333333333333,-3.0
1996,Ukraine,SILVER,2,23.0,7.666666666666667,-7.0
1998,Ukraine,SILVER,1,25.0,4.0,-1.0
2000,Ukraine,BRONZE,10,26.0,4.333333333333333,9.0
2000,Ukraine,GOLD,3,36.0,4.666666666666667,-7.0
2000,Ukraine,SILVER,10,39.0,7.666666666666667,7.0
2004,Ukraine,BRONZE,9,49.0,7.333333333333333,-1.0
2004,Ukraine,GOLD,8,58.0,9.0,-1.0
2004,Ukraine,SILVER,5,66.0,7.333333333333333,-3.0
2006,Ukraine,BRONZE,2,71.0,5.0,-3.0
2008,Ukraine,BRONZE,11,73.0,6.0,9.0
2008,Ukraine,GOLD,7,84.0,6.666666666666667,-4.0
2008,Ukraine,SILVER,4,91.0,7.333333333333333,-3.0
2012,Ukraine,BRONZE,10,95.0,7.0,6.0
2012,Ukraine,GOLD,5,105.0,6.333333333333333,-5.0
2012,Ukraine,SILVER,4,110.0,6.333333333333333,-1.0
2014,Ukraine,BRONZE,1,114.0,3.3333333333333335,-3.0
2014,Ukraine,GOLD,1,115.0,2.0,0.0
2016,Ukraine,BRONZE,4,116.0,2.0,3.0
2016,Ukraine,GOLD,2,120.0,2.3333333333333335,-2.0
2016,Ukraine,SILVER,5,122.0,3.6666666666666665,3.0
2018,Ukraine,GOLD,1,127.0,2.6666666666666665,-4.0
2020,Ukraine,BRONZE,12,128.0,6.0,11.0
2020,Ukraine,GOLD,1,140.0,4.666666666666667,-11.0
2020,Ukraine,SILVER,6,141.0,6.333333333333333,5.0
2022,Ukraine,SILVER,1,147.0,2.6666666666666665,-5.0
1992,Unified Team,BRONZE,37,148.0,0.0,0.0
1992,Unified Team,GOLD,54,37.0,0.0,17.0
1992,Unified Team,SILVER,44,91.0,45.0,-10.0
2004,United Arab Emirates,GOLD,1,135.0,0.0,0.0
2016,United Arab Emirates,BRONZE,1,1.0,0.0,0.0
1960,United Arab Republic,BRONZE,1,2.0,0.0,0.0
1960,United Arab Republic,SILVER,1,1.0,0.0,0.0
1980,United Republic of Tanzania,SILVER,2,2.0,0.0,0.0
1896,United States of America,BRONZE,2,2.0,0.0,0.0
1896,United States of America,GOLD,11,2.0,0.0,9.0
1896,United States of America,SILVER,6,13.0,6.333333333333333,-5.0
1900,United States of America,BRONZE,15,19.0,10.666666666666666,9.0
1900,United States of America,GOLD,19,34.0,13.333333333333334,4.0
1900,United States of America,SILVER,14,53.0,16.0,-5.0
1904,United States of America,BRONZE,74,67.0,35.666666666666664,60.0
1904,United States of America,GOLD,74,141.0,54.0,0.0
1904,United States of America,SILVER,78,215.0,75.33333333333333,4.0
1908,United States of America,BRONZE,12,293.0,54.666666666666664,-66.0
1908,United States of America,GOLD,22,305.0,37.333333333333336,10.0
1908,United States of America,SILVER,12,327.0,15.333333333333334,-10.0
1912,United States of America,BRONZE,19,339.0,17.666666666666668,7.0
1912,United States of America,GOLD,24,358.0,18.333333333333332,5.0
1912,United States of America,SILVER,18,382.0,20.333333333333332,-6.0
1920,United States of America,BRONZE,27,400.0,23.0,9.0
1920,United States of America,GOLD,41,427.0,28.666666666666668,14.0
1920,United States of America,SILVER,27,468.0,31.666666666666668,-14.0
1924,United States of America,BRONZE,28,495.0,32.0,1.0
1924,United States of America,GOLD,46,523.0,33.666666666666664,18.0
1924,United States of America,SILVER,29,569.0,34.333333333333336,-17.0
1928,United States of America,BRONZE,18,598.0,31.0,-11.0
1928,United States of America,GOLD,24,616.0,23.666666666666668,6.0
1928,United States of America,SILVER,20,640.0,20.666666666666668,-4.0
1932,United States of America,BRONZE,32,660.0,25.333333333333332,12.0
1932,United States of America,GOLD,47,692.0,33.0,15.0
1932,United States of America,SILVER,36,739.0,38.333333333333336,-11.0
1936,United States of America,BRONZE,14,775.0,32.333333333333336,-22.0
1936,United States of America,GOLD,25,789.0,25.0,11.0
1936,United States of America,SILVER,20,814.0,19.666666666666668,-5.0
1948,United States of America,BRONZE,21,834.0,22.0,1.0
1948,United States of America,GOLD,41,855.0,27.333333333333332,20.0
1948,United States of America,SILVER,30,896.0,30.666666666666668,-11.0
1952,United States of America,BRONZE,18,926.0,29.666666666666668,-12.0
1952,United States of America,GOLD,43,944.0,30.333333333333332,25.0
1952,United States of America,SILVER,25,987.0,28.666666666666668,-18.0
1956,United States of America,BRONZE,19,1012.0,29.0,-6.0
1956,United States of America,GOLD,34,1031.0,26.0,15.0
1956,United States of America,SILVER,28,1065.0,27.0,-6.0
1960,United States of America,BRONZE,19,1093.0,27.0,-9.0
1960,United States of America,GOLD,37,1112.0,28.0,18.0
1960,United States of America,SILVER,25,1149.0,27.0,-12.0
1964,United States of America,BRONZE,32,1174.0,31.333333333333332,7.0
1964,United States of America,GOLD,37,1206.0,31.333333333333332,5.0
1964,United States of America,SILVER,28,1243.0,32.333333333333336,-9.0
1968,United States of America,BRONZE,35,1271.0,33.333333333333336,7.0
1968,United States of America,GOLD,46,1306.0,36.333333333333336,11.0
1968,United States of America,SILVER,31,1352.0,37.333333333333336,-15.0
1972,United States of America,BRONZE,33,1383.0,36.666666666666664,2.0
1972,United States of America,GOLD,36,1416.0,33.333333333333336,3.0
1972,United States of America,SILVER,33,1452.0,34.0,-3.0
1976,United States of America,BRONZE,29,1485.0,32.666666666666664,-4.0
1976,United States of America,GOLD,37,1514.0,33.0,8.0
1976,United States of America,SILVER,38,1551.0,34.666666666666664,1.0
1980,United States of America,BRONZE,2,1589.0,25.666666666666668,-36.0
1980,United States of America,GOLD,6,1591.0,15.333333333333334,4.0
1980,United States of America,SILVER,4,1597.0,4.0,-2.0
1984,United States of America,BRONZE,30,1601.0,13.333333333333334,26.0
1984,United States of America,GOLD,86,1631.0,40.0,56.0
1984,United States of America,SILVER,65,1717.0,60.333333333333336,-21.0
1988,United States of America,BRONZE,30,1782.0,60.333333333333336,-35.0
1988,United States of America,GOLD,38,1812.0,44.333333333333336,8.0
1988,United States of America,SILVER,32,1850.0,33.333333333333336,-6.0
1992,United States of America,BRONZE,39,1882.0,36.333333333333336,7.0
1992,United States of America,GOLD,42,1921.0,37.666666666666664,3.0
1992,United States of America,SILVER,38,1963.0,39.666666666666664,-4.0
1994,United States of America,BRONZE,2,2001.0,27.333333333333332,-36.0
1994,United States of America,GOLD,6,2003.0,15.333333333333334,4.0
1994,United States of America,SILVER,5,2009.0,4.333333333333333,-1.0
1996,United States of America,BRONZE,25,2014.0,12.0,20.0
1996,United States of America,GOLD,44,2039.0,24.666666666666668,19.0
1996,United States of America,SILVER,32,2083.0,33.666666666666664,-12.0
1998,United States of America,BRONZE,4,2115.0,26.666666666666668,-28.0
1998,United States of America,GOLD,6,2119.0,14.0,2.0
1998,United States of America,SILVER,3,2125.0,4.333333333333333,-3.0
2000,United States of America,BRONZE,31,2128.0,13.333333333333334,28.0
2000,United States of America,GOLD,36,2159.0,23.333333333333332,5.0
2000,United States of America,SILVER,24,2195.0,30.333333333333332,-12.0
2002,United States of America,BRONZE,11,2219.0,23.666666666666668,-13.0
2002,United States of America,GOLD,10,2230.0,15.0,-1.0
2002,United States of America,SILVER,13,2240.0,11.333333333333334,3.0
2004,United States of America,BRONZE,26,2253.0,16.333333333333332,13.0
2004,United States of America,GOLD,36,2279.0,25.0,10.0
2004,United States of America,SILVER,39,2315.0,33.666666666666664,3.0
2006,United States of America,BRONZE,7,2354.0,27.333333333333332,-32.0
2006,United States of America,GOLD,9,2361.0,18.333333333333332,2.0
2006,United States of America,SILVER,9,2370.0,8.333333333333334,0.0
2008,United States of America,BRONZE,37,2379.0,18.333333333333332,28.0
2008,United States of America,GOLD,36,2416.0,27.333333333333332,-1.0
2008,United States of America,SILVER,39,2452.0,37.333333333333336,3.0
2010,United States of America,BRONZE,13,2491.0,29.333333333333332,-26.0
2010,United States of America,GOLD,9,2504.0,20.333333333333332,-4.0
2010,United States of America,SILVER,15,2513.0,12.333333333333334,6.0
2012,United States of America,BRONZE,30,2528.0,18.0,15.0
2012,United States of America,GOLD,47,2558.0,30.666666666666668,17.0
2012,United States of America,SILVER,27,2605.0,34.666666666666664,-20.0
2014,United States of America,BRONZE,10,2632.0,28.0,-17.0
2014,United States of America,GOLD,9,2642.0,15.333333333333334,-1.0
2014,United States of America,SILVER,9,2651.0,9.333333333333334,0.0
2016,United States of America,BRONZE,38,2660.0,18.666666666666668,29.0
2016,United States of America,GOLD,46,2698.0,31.0,8.0
2016,United States of America,SILVER,37,2744.0,40.333333333333336,-9.0
2018,United States of America,BRONZE,6,2781.0,29.666666666666668,-31.0
2018,United States of America,GOLD,9,2787.0,17.333333333333332,3.0
2018,United States of America,SILVER,8,2796.0,7.666666666666667,-1.0
2020,United States of America,BRONZE,33,2804.0,16.666666666666668,25.0
2020,United States of America,GOLD,39,2837.0,26.666666666666668,6.0
2020,United States of America,SILVER,41,2876.0,37.666666666666664,2.0
2022,United States of America,BRONZE,7,2917.0,29.0,-34.0
2022,United States of America,GOLD,8,2924.0,18.666666666666668,1.0
2022,United States of America,SILVER,10,2932.0,8.333333333333334,2.0
1924,Uruguay,GOLD,1,2942.0,0.0,0.0
1928,Uruguay,GOLD,1,1.0,0.0,0.0
1932,Uruguay,BRONZE,1,2.0,1.0,0.0
1948,Uruguay,BRONZE,1,3.0,1.0,0.0
1948,Uruguay,SILVER,1,4.0,1.0,0.0
1952,Uruguay,BRONZE,2,5.0,1.3333333333333333,1.0
1956,Uruguay,BRONZE,1,7.0,1.3333333333333333,-1.0
1964,Uruguay,BRONZE,1,8.0,1.3333333333333333,0.0
2000,Uruguay,SILVER,1,9.0,1.0,0.0
1994,Uzbekistan,GOLD,1,10.0,0.0,0.0
1996,Uzbekistan,BRONZE,1,1.0,0.0,0.0
1996,Uzbekistan,SILVER,1,2.0,1.0,0.0
2000,Uzbekistan,BRONZE,2,3.0,1.3333333333333333,1.0
2000,Uzbekistan,GOLD,1,5.0,1.3333333333333333,-1.0
2000,Uzbekistan,SILVER,1,6.0,1.3333333333333333,0.0
2004,Uzbekistan,BRONZE,2,7.0,1.3333333333333333,1.0
2004,Uzbekistan,GOLD,2,9.0,1.6666666666666667,0.0
2004,Uzbekistan,SILVER,1,11.0,1.6666666666666667,-1.0
2008,Uzbekistan,BRONZE,3,12.0,2.0,2.0
2008,Uzbekistan,SILVER,1,15.0,1.6666666666666667,-2.0
2012,Uzbekistan,BRONZE,2,16.0,2.0,1.0
2016,Uzbekistan,BRONZE,7,18.0,3.3333333333333335,5.0
2016,Uzbekistan,GOLD,4,25.0,4.333333333333333,-3.0
2016,Uzbekistan,SILVER,2,29.0,4.333333333333333,-2.0
2020,Uzbekistan,BRONZE,2,31.0,2.6666666666666665,0.0
2020,Uzbekistan,GOLD,3,33.0,2.3333333333333335,1.0
1952,Venezuela,BRONZE,1,36.0,0.0,0.0
1960,Venezuela,BRONZE,1,1.0,0.0,0.0
1968,Venezuela,GOLD,1,2.0,1.0,0.0
1976,Venezuela,SILVER,1,3.0,1.0,0.0
1980,Venezuela,SILVER,1,4.0,1.0,0.0
1984,Venezuela,BRONZE,3,5.0,1.6666666666666667,2.0
2004,Venezuela,BRONZE,2,8.0,2.0,-1.0
2008,Venezuela,BRONZE,1,10.0,2.0,-1.0
2012,Venezuela,GOLD,1,11.0,1.3333333333333333,0.0
2016,Venezuela,BRONZE,1,12.0,1.0,0.0
2016,Venezuela,SILVER,2,13.0,1.3333333333333333,1.0
2020,Venezuela,GOLD,1,15.0,1.3333333333333333,-1.0
2020,Venezuela,SILVER,3,16.0,2.0,2.0
2000,Vietnam,SILVER,1,19.0,0.0,0.0
2008,Vietnam,SILVER,1,1.0,0.0,0.0
2016,Vietnam,GOLD,1,2.0,1.0,0.0
2016,Vietnam,SILVER,1,3.0,1.0,0.0
1988,"Virgin Islands, US",SILVER,1,4.0,0.0,0.0
1960,West Indies Federation,BRONZE,2,1.0,0.0,0.0
1924,Yugoslavia,GOLD,2,2.0,0.0,0.0
1928,Yugoslavia,BRONZE,3,2.0,0.0,1.0
1928,Yugoslavia,GOLD,1,5.0,2.0,-2.0
1928,Yugoslavia,SILVER,1,6.0,1.6666666666666667,0.0
1936,Yugoslavia,SILVER,1,7.0,1.0,0.0
1948,Yugoslavia,SILVER,2,8.0,1.3333333333333333,1.0
1952,Yugoslavia,GOLD,1,10.0,1.3333333333333333,-1.0
1952,Yugoslavia,SILVER,2,11.0,1.6666666666666667,1.0
1956,Yugoslavia,SILVER,3,13.0,2.0,1.0
1960,Yugoslavia,GOLD,1,16.0,2.0,-2.0
1960,Yugoslavia,SILVER,1,17.0,1.6666666666666667,0.0
1964,Yugoslavia,BRONZE,2,18.0,1.3333333333333333,1.0
1964,Yugoslavia,GOLD,2,20.0,1.6666666666666667,0.0
1964,Yugoslavia,SILVER,1,22.0,1.6666666666666667,-1.0
1968,Yugoslavia,BRONZE,2,23.0,1.6666666666666667,1.0
1968,Yugoslavia,GOLD,3,25.0,2.0,1.0
1968,Yugoslavia,SILVER,3,28.0,2.6666666666666665,0.0
1972,Yugoslavia,BRONZE,2,31.0,2.6666666666666665,-1.0
1972,Yugoslavia,GOLD,2,33.0,2.3333333333333335,0.0
1972,Yugoslavia,SILVER,1,35.0,1.6666666666666667,-1.0
1976,Yugoslavia,BRONZE,3,36.0,2.0,2.0
1976,Yugoslavia,GOLD,2,39.0,2.0,-1.0
1976,Yugoslavia,SILVER,3,41.0,2.6666666666666665,1.0
1980,Yugoslavia,BRONZE,4,44.0,3.0,1.0
1980,Yugoslavia,GOLD,2,48.0,3.0,-2.0
1980,Yugoslavia,SILVER,3,50.0,3.0,1.0
1984,Yugoslavia,BRONZE,7,53.0,4.0,4.0
1984,Yugoslavia,GOLD,7,60.0,5.666666666666667,0.0
1984,Yugoslavia,SILVER,5,67.0,6.333333333333333,-2.0
1988,Yugoslavia,BRONZE,6,72.0,6.0,1.0
1988,Yugoslavia,GOLD,3,78.0,4.666666666666667,-3.0
1988,Yugoslavia,SILVER,6,81.0,5.0,3.0
1984,Zambia,BRONZE,1,87.0,0.0,0.0
1996,Zambia,SILVER,1,1.0,0.0,0.0
1980,Zimbabwe,GOLD,1,2.0,0.0,0.0
2004,Zimbabwe,BRONZE,1,1.0,0.0,0.0
2004,Zimbabwe,GOLD,1,2.0,1.0,0.0
2004,Zimbabwe,SILVER,1,3.0,1.0,0.0
2008,Zimbabwe,GOLD,1,4.0,1.0,0.0
2008,Zimbabwe,SILVER,3,5.0,1.6666666666666667,2.0
